ARCID,ATYP,ADEP,ADES,RM,ARF,ETD,TT,ETA,Flight Time,Adjusted Time,CAT,Seats,Airline,Coming From
DLH76E,A20N,EDDF,LEBL,DAINJ,390,09:16:00,16,10:55:00,01:39:00,01:08:00,D,174,DLH,ECAC
VLG46TQ,A320,LEBL,EGKK,ECOKH,340,10:58:00,12,12:40:00,01:42:00,01:15:00,D,173,VLG,ECAC
VLG8ZX,A320,LEBL,LEBB,ECJYX,290,10:51:00,11,11:45:00,00:54:00,00:28:00,D,173,VLG,ECAC
TSC260,A21N,CYUL,LEBL,CGOKG,360,03:55:00,10,11:00:00,07:05:00,06:40:00,D,230,TSC,Non-ECAC
VLG2DY,A320,LPPT,LEBL,ECOJH,380,09:01:00,15,11:00:00,01:59:00,01:29:00,D,173,VLG,ECAC
VLG7BQ,A321,LGAV,LEBL,ECNLV,340,08:16:00,11,11:00:00,02:44:00,02:18:00,D,207,VLG,ECAC
TVF38NC,A20N,LEBL,LFPO,FHXSB,360,10:55:00,20,12:15:00,01:20:00,00:45:00,D,174,TVF,ECAC
QQE256,GLF6,LEBL,KTEB,A7CGG,470,10:56:00,20,18:10:00,07:14:00,06:39:00,E,15,QQE,ECAC
KAC135,A338,OKKK,LEBL,9KAPF,400,05:05:00,10,11:00:00,05:55:00,05:30:00,B,260,KAC,Non-ECAC
VLG3070,A320,LEBL,LTFM,ECMCU,370,11:03:00,13,14:05:00,03:02:00,02:34:00,D,173,VLG,ECAC
DLH62A,A321,LEBL,EDDF,DAISV,340,11:00:00,10,12:50:00,01:50:00,01:25:00,D,207,DLH,ECAC
VLG87JF,A321,EIDW,LEBL,ECMGY,350,08:55:00,2,11:05:00,02:10:00,01:53:00,D,207,VLG,ECAC
RYR7MW,B738,GMTT,LEBL,EIENG,380,09:50:00,15,11:05:00,01:15:00,00:45:00,D,184,RYR,Non-ECAC
EXS65BM,B738,LEBL,EGCC,GJZHX,380,11:00:00,20,13:05:00,02:05:00,01:30:00,D,184,EXS,ECAC
VLG7HU,A321,LEBL,LFPO,ECMPV,340,11:05:00,10,12:20:00,01:15:00,00:50:00,D,207,VLG,ECAC
VLG1QC,A320,LEBL,LEMH,ECMAN,190,11:06:00,11,11:40:00,00:34:00,00:08:00,D,173,VLG,ECAC
CCA578,A359,LEBL,ZSPD,B1085,390,11:10:00,20,22:30:00,11:20:00,10:45:00,B,297,CCA,ECAC
VLG93NJ,A320,LKPR,LEBL,ECLVO,370,09:16:00,17,11:10:00,01:54:00,01:22:00,D,173,VLG,ECAC
VLG6109,A320,LIRF,LEBL,ECMFN,340,10:01:00,16,11:10:00,01:09:00,00:38:00,D,173,VLG,ECAC
RZO506,A20N,LPPD,LEBL,CSTSK,390,07:59:00,9,11:10:00,03:11:00,02:47:00,D,174,RZO,ECAC
VLG996B,A320,GCLP,LEBL,ECLAB,380,08:22:00,14,11:15:00,02:53:00,02:24:00,D,173,VLG,ECAC
WMT7875,A21N,LEBL,LIMC,9HWNI,340,11:15:00,20,12:25:00,01:10:00,00:35:00,D,230,WMT,ECAC
VLG52VQ,A20N,LEBL,EHAM,ECNCS,360,11:19:00,10,13:00:00,01:41:00,01:16:00,D,174,VLG,ECAC
RYR58FA,B738,LEBL,EBCI,EIDCJ,340,11:20:00,20,12:55:00,01:35:00,01:00:00,D,184,RYR,ECAC
BAW474K,A20N,EGLL,LEBL,GTTNT,350,09:49:00,23,11:15:00,01:26:00,00:48:00,D,174,BAW,ECAC
THY8XM,A321,LTFM,LEBL,TCJSC,360,08:26:00,20,11:20:00,02:54:00,02:19:00,D,207,THY,ECAC
VLG7UA,A320,EGLL,LEBL,ECODM,350,09:11:00,27,11:20:00,02:09:00,01:27:00,D,173,VLG,ECAC
VLG56XU,A320,LEBL,LEMH,ECMVO,190,11:06:00,16,11:50:00,00:44:00,00:13:00,D,173,VLG,ECAC
AAL67,B772,LEBL,KJFK,N795AN,380,11:26:00,17,18:35:00,07:09:00,06:37:00,B,296,AAL,ECAC
BAW485G,A319,LEBL,EGLL,GEUOE,340,11:02:00,12,13:05:00,02:03:00,01:36:00,D,144,BAW,ECAC
VLG985G,A321,EDDH,LEBL,ECMLM,350,09:30:00,10,11:25:00,01:55:00,01:30:00,D,207,VLG,ECAC
CSDJI,E50P,LEBL,LEPA,CSDJI,190,11:20:00,20,11:55:00,00:35:00,00:00:00,F,5,CSD,ECAC
CPA318,A359,LEBL,VHHH,BLRC,410,11:25:00,21,22:35:00,11:10:00,10:34:00,B,297,CPA,ECAC
ACA821,B77W,LEBL,CYYZ,CFIUL,360,11:34:00,16,19:00:00,07:26:00,06:55:00,B,331,ACA,ECAC
BTI9TZ,BCS3,EVRA,LEBL,YLABX,380,08:19:00,10,11:30:00,03:11:00,02:46:00,D,150,BTI,ECAC
SXS6E,B38M,LTBJ,LEBL,TCSMN,380,08:43:00,10,11:30:00,02:47:00,02:22:00,D,170,SXS,ECAC
VLG98ZH,A320,LFPO,LEBL,ECMAO,390,10:13:00,11,11:30:00,01:17:00,00:51:00,D,173,VLG,ECAC
VLG6QM,A320,LEBL,LEIB,ECMYB,190,11:25:00,10,12:10:00,00:45:00,00:20:00,D,173,VLG,ECAC
TRA73A,B738,EHRD,LEBL,PHHXB,390,09:50:00,10,11:35:00,01:45:00,01:20:00,D,184,TRA,ECAC
EJU32VL,A319,LEBL,LIRN,OELQU,360,11:37:00,20,13:25:00,01:48:00,01:13:00,D,144,EJU,ECAC
TAP1031,A321,LEBL,LPPT,LYWSA,350,11:35:00,11,13:05:00,01:30:00,01:04:00,D,207,TAP,ECAC
KLM48J,B738,LEBL,EHAM,PHBXF,340,11:31:00,11,13:20:00,01:49:00,01:23:00,D,184,KLM,ECAC
UAE256,B77L,MMMX,LEBL,A6EWG,390,00:55:00,10,11:35:00,10:40:00,10:15:00,B,240,UAE,Non-ECAC
RYR12SD,B738,LEBL,LIME,EIENP,340,11:35:00,20,12:55:00,01:20:00,00:45:00,D,184,RYR,ECAC
DLH55Y,A320,LEBL,EDDM,DAIUE,380,11:40:00,10,13:20:00,01:40:00,01:15:00,D,173,DLH,ECAC
ANE70RM,CRJX,LEBZ,LEBL,ECMLN,340,10:35:00,5,11:40:00,01:05:00,00:45:00,E,100,ANE,ECAC
LOT3TD,B738,LEBL,EPWA,SPLWD,391,11:35:00,10,14:15:00,02:40:00,02:15:00,D,184,LOT,ECAC
RYR603R,B738,LEBL,LIRN,EIEMA,360,11:45:00,20,13:30:00,01:45:00,01:10:00,D,184,RYR,ECAC
TAM8115,B789,LEBL,SBGR,CCBGM,380,11:46:00,26,21:35:00,09:49:00,09:08:00,B,284,TAM,ECAC
VLG778R,A320,LEBL,LEIB,ECKDX,190,11:46:00,11,12:20:00,00:34:00,00:08:00,D,173,VLG,ECAC
NJE451B,E55P,LEMG,LEBL,CSPJC,340,10:30:00,10,11:45:00,01:15:00,00:50:00,F,9,NJE,ECAC
UAL769,B788,KORD,LEBL,N20904,410,02:59:00,24,11:45:00,08:46:00,08:07:00,B,266,UAL,Non-ECAC
UAE185,A388,OMDB,LEBL,A6EOT,400,04:25:00,10,11:45:00,07:20:00,06:55:00,A,492,UAE,Non-ECAC
AFR29VR,A321,LEBL,LFPG,FGTAQ,320,11:40:00,10,13:10:00,01:30:00,01:05:00,D,207,AFR,ECAC
AAL113,B788,LEBL,KMIA,N870AX,400,11:44:00,14,20:35:00,08:51:00,08:22:00,B,266,AAL,ECAC
VLG4SQ,A320,EGKK,LEBL,ECMXP,370,10:17:00,18,11:50:00,01:33:00,01:00:00,D,173,VLG,ECAC
VLG2915,A20N,LFBD,LEBL,ECNFK,330,11:13:00,11,11:50:00,00:37:00,00:11:00,D,174,VLG,ECAC
RYR9DX,B738,GCXO,LEBL,EIENF,380,08:54:00,4,11:55:00,03:01:00,02:42:00,D,184,RYR,ECAC
VLG715N,A21N,LEBL,LEMH,ECNYE,190,11:55:00,10,12:25:00,00:30:00,00:05:00,D,230,VLG,ECAC
UAL672,B772,KSFO,LEBL,N218UA,390,01:05:00,25,11:55:00,10:50:00,10:10:00,B,296,UAL,Non-ECAC
VLG6YH,A320,LEBL,LEZL,ECMES,310,11:53:00,12,13:05:00,01:12:00,00:45:00,D,173,VLG,ECAC
VLG7339,A320,GMMI,LEBL,ECKDG,380,10:00:00,15,11:55:00,01:55:00,01:25:00,D,173,VLG,Non-ECAC
RYR64VP,B738,LPPR,LEBL,EIEVT,320,10:25:00,15,12:00:00,01:35:00,01:05:00,D,184,RYR,ECAC
IBE04KP,A321,LEBL,LEMD,ECJDM,290,11:47:00,12,12:50:00,01:03:00,00:36:00,D,207,IBE,ECAC
MAC375P,A320,GMMW,LEBL,CNNML,380,10:38:00,10,12:00:00,01:22:00,00:57:00,D,173,MAC,Non-ECAC
BEL9QH,A320,EBBR,LEBL,OOSNK,370,10:31:00,10,12:00:00,01:29:00,01:04:00,D,173,BEL,ECAC
VLG9EK,A321,GCRR,LEBL,ECMMH,360,09:38:00,10,12:00:00,02:22:00,01:57:00,D,207,VLG,ECAC
VLG84YN,A321,LFPO,LEBL,ECMQB,330,10:44:00,8,12:05:00,01:21:00,00:58:00,D,207,VLG,ECAC
RYR33UV,B738,LPPR,LEBL,EIDCW,320,10:30:00,15,12:05:00,01:35:00,01:05:00,D,184,RYR,ECAC
RYR9MM,B738,LEBL,LEMH,EIDPI,190,12:05:00,20,12:35:00,00:30:00,00:15:00,D,184,RYR,ECAC
EJU91VG,A319,LSGG,LEBL,OELVG,290,11:05:00,10,12:05:00,01:00:00,00:35:00,D,144,EJU,ECAC
IBE04BV,A321,LEMD,LEBL,ECJDR,280,11:11:00,16,12:10:00,00:59:00,00:28:00,D,207,IBE,ECAC
RYR36EW,B738,LEPA,LEBL,9HQFK,180,11:37:00,17,12:10:00,00:33:00,00:01:00,D,184,RYR,ECAC
RYR37AR,B738,LEAL,LEBL,EIDLD,260,11:13:00,13,12:10:00,00:57:00,00:29:00,D,184,RYR,ECAC
PGT36QW,A21N,LEBL,LTFJ,TCRBL,360,12:18:00,21,15:10:00,02:52:00,02:16:00,D,230,PGT,ECAC
VLG9UZ,A21N,GCLP,LEBL,ECNYF,340,09:17:00,14,12:15:00,02:58:00,02:29:00,D,230,VLG,ECAC
VLG62LR,A320,LEBL,LICC,ECKHN,370,12:12:00,11,14:05:00,01:53:00,01:27:00,D,173,VLG,ECAC
WMT8097,A320,LRCL,LEBL,9HWDA,370,09:40:00,10,12:15:00,02:35:00,02:10:00,D,173,WMT,ECAC
VLG734G,A321,LEBL,LEAM,ECMQL,310,12:11:00,11,13:10:00,00:59:00,00:33:00,D,207,VLG,ECAC
AAL743,B789,LEBL,KPHL,N820AL,380,12:16:00,13,19:30:00,07:14:00,06:46:00,B,284,AAL,ECAC
VLG584F,A320,LEMG,LEBL,ECNUO,320,11:08:00,11,12:20:00,01:12:00,00:46:00,D,173,VLG,ECAC
JCO025M,GLEX,LEBL,LSGS,GIFMI,320,12:20:00,20,13:35:00,01:15:00,00:40:00,E,14,JCO,ECAC
EJU52LT,A319,LEBL,LIMC,OELQQ,300,12:21:00,20,13:35:00,01:14:00,00:39:00,D,144,EJU,ECAC
QTR25Q,B789,OTHH,LEBL,A7BHW,380,06:05:00,10,12:25:00,06:20:00,05:55:00,B,284,QTR,Non-ECAC
VLG93TY,A321,LIRF,LEBL,ECMLD,341,11:03:00,15,12:25:00,01:22:00,00:52:00,D,207,VLG,ECAC
VLG54HE,A320,LEBL,LSZH,ECMBE,340,12:19:00,11,13:50:00,01:31:00,01:05:00,D,173,VLG,ECAC
DLH74K,A20N,LEBL,EDDF,DAINJ,340,12:17:00,10,14:15:00,01:58:00,01:33:00,D,174,DLH,ECAC
IBE26RR,A332,LEBL,KLAX,ECODA,400,12:23:00,14,00:15:00,11:52:00,11:23:00,B,281,IBE,ECAC
RYR7543,B738,LEBL,GMTT,EIENG,370,12:25:00,20,13:50:00,01:25:00,00:50:00,D,184,RYR,ECAC
RAM964Y,B738,GMMN,LEBL,CNRGW,380,10:30:00,16,12:25:00,01:55:00,01:24:00,D,184,RAM,Non-ECAC
RYR895N,B738,GMMX,LEBL,EIDCN,380,10:39:00,15,12:25:00,01:46:00,01:16:00,D,184,RYR,Non-ECAC
ORO1041,C25C,LEBL,LEMH,ECNQS,190,12:05:00,20,12:55:00,00:50:00,00:15:00,F,9,ORO,ECAC
VLG10LL,A20N,LEPA,LEBL,ECNBA,180,12:00:00,20,12:30:00,00:30:00,00:15:00,D,174,VLG,ECAC
VLG9VN,A321,GCXO,LEBL,ECMOO,360,09:38:00,8,12:30:00,02:52:00,02:29:00,D,207,VLG,ECAC
AVA019,B788,LEBL,SKBO,N780AV,400,12:22:00,13,22:15:00,09:53:00,09:25:00,B,266,AVA,ECAC
NMA7801,A320,LEBL,HESX,SUNMH,340,12:29:00,16,16:10:00,03:41:00,03:10:00,D,173,NMA,ECAC
PVA839P,GLEX,LFMN,LEBL,N551SW,290,11:32:00,12,12:30:00,00:58:00,00:31:00,E,14,PVA,ECAC
VLG1HW,A320,GCFV,LEBL,ECKDH,380,09:48:00,10,12:35:00,02:47:00,02:22:00,D,173,VLG,ECAC
VLG4DX,A320,ESSA,LEBL,ECMKN,370,09:40:00,15,12:35:00,02:55:00,02:25:00,D,173,VLG,ECAC
VLG46YC,A321,LEBL,LFPG,ECNLV,320,12:31:00,11,14:00:00,01:29:00,01:03:00,D,207,VLG,ECAC
VLG360H,A320,LEBL,LEPA,ECOJH,150,12:20:00,10,13:00:00,00:40:00,00:15:00,D,173,VLG,ECAC
IBE26HD,A332,LEBL,KSFO,ECNEN,400,12:30:00,19,00:35:00,12:05:00,11:31:00,B,281,IBE,ECAC
VLG60GG,A320,EGBB,LEBL,ECMAI,390,11:07:00,12,12:35:00,01:28:00,01:01:00,D,173,VLG,ECAC
RZO507,A20N,LEBL,LPPD,CSTSK,380,12:35:00,20,15:50:00,03:15:00,02:40:00,D,174,RZO,ECAC
VLG1GE,A320,LEBL,LEGR,ECMFN,310,12:26:00,11,13:55:00,01:29:00,01:03:00,D,173,VLG,ECAC
VTB788,C650,BKPR,LEBL,HAJEM,390,10:23:00,5,12:40:00,02:17:00,01:57:00,F,12,VTB,Non-ECAC
RYR31UE,B38M,LEIB,LEBL,EIIJM,240,11:45:00,12,12:40:00,00:55:00,00:28:00,D,170,RYR,ECAC
JFA99X,PC24,LEBL,LSGG,LXZAP,340,12:39:00,20,14:00:00,01:21:00,00:46:00,F,8,JFA,ECAC
DAL169,A333,LEBL,KJFK,N810NW,360,12:41:00,26,19:55:00,07:14:00,06:33:00,B,284,DAL,ECAC
BAW475E,A20N,LEBL,EGLL,GTTNT,340,12:38:00,13,14:30:00,01:52:00,01:24:00,D,174,BAW,ECAC
VLG8JV,A320,LFPG,LEBL,ECODN,310,11:29:00,24,12:45:00,01:16:00,00:37:00,D,173,VLG,ECAC
ANE53GX,CRJX,LEBL,LELN,ECMLN,330,12:29:00,8,13:40:00,01:11:00,00:48:00,E,100,ANE,ECAC
VLG98EE,A320,LSGG,LEBL,ECMER,330,11:45:00,10,12:45:00,01:00:00,00:35:00,D,173,VLG,ECAC
SWR87C,A321,LSZH,LEBL,HBIOD,330,11:31:00,14,12:45:00,01:14:00,00:45:00,D,207,SWR,ECAC
RYR42EB,B738,EGGD,LEBL,EIDYX,370,11:20:00,15,12:45:00,01:25:00,00:55:00,D,184,RYR,ECAC
AAO14,E50P,LEBL,LIRI,OKVAN,360,12:43:00,20,14:40:00,01:57:00,01:22:00,F,5,AAO,ECAC
VLG7HG,A320,LEAL,LEBL,ECOGE,260,11:48:00,13,12:50:00,01:02:00,00:34:00,D,173,VLG,ECAC
AXY385Y,CRJ2,LEBL,EGGW,9HYOU,340,12:20:00,20,14:45:00,02:25:00,01:50:00,E,49,AXY,ECAC
VLG79UU,A320,LEBL,LEAL,ECMAO,270,12:48:00,10,13:30:00,00:42:00,00:17:00,D,173,VLG,ECAC
EJU38KP,A20N,LPPT,LEBL,OELSQ,380,10:58:00,18,12:50:00,01:52:00,01:19:00,D,174,EJU,ECAC
NSZ5527,B738,ENBR,LEBL,SERPE,390,10:09:00,9,12:50:00,02:41:00,02:17:00,D,184,NSZ,ECAC
TRA4W,B738,LEBL,EHAM,PHHXB,360,12:52:00,20,14:35:00,01:43:00,01:08:00,D,184,TRA,ECAC
VLG15RE,A321,LEBL,LIRF,ECMGY,340,12:53:00,12,14:10:00,01:17:00,00:50:00,D,207,VLG,ECAC
VLG70CR,A320,LEZL,LEBL,ECOFH,340,11:34:00,10,12:55:00,01:21:00,00:56:00,D,173,VLG,ECAC
VLG8022,A320,LEBL,LFPO,ECLVO,340,12:45:00,10,14:10:00,01:25:00,01:00:00,D,173,VLG,ECAC
SVA229,A333,OEJN,LEBL,HZAQ11,380,07:30:00,0,12:55:00,05:25:00,05:10:00,B,284,SVA,Non-ECAC
THY5BG,A321,LEBL,LTFM,TCJSC,360,12:55:00,12,15:50:00,02:55:00,02:28:00,D,207,THY,ECAC
MSR767,A21N,HECA,LEBL,SUGFU,360,09:15:00,15,12:55:00,03:40:00,03:10:00,D,230,MSR,Non-ECAC
DLH04P,A20N,EDDM,LEBL,DAINO,390,11:27:00,11,12:55:00,01:28:00,01:02:00,D,174,DLH,ECAC
WJA7,B789,LEBL,CYYC,CGKKN,380,12:56:00,23,22:20:00,09:24:00,08:46:00,B,284,WJA,ECAC
RJA107,A20N,OJAI,LEBL,JYRAH,370,08:35:00,10,13:00:00,04:25:00,04:00:00,D,174,RJA,Non-ECAC
WZZ2JK,A320,EPKT,LEBL,HALWU,380,10:40:00,10,13:00:00,02:20:00,01:55:00,D,173,WZZ,ECAC
VLG2PL,A320,LEMG,LEBL,ECOJF,360,11:36:00,16,13:00:00,01:24:00,00:53:00,D,173,VLG,ECAC
AEA41FY,B738,LEPA,LEBL,ECLQX,180,11:56:00,17,13:00:00,01:04:00,00:32:00,D,184,AEA,ECAC
WMT523,A321,LROP,LEBL,HALXQ,350,10:33:00,10,13:05:00,02:32:00,02:07:00,D,207,WMT,ECAC
VLG7NU,A321,LEGR,LEBL,ECNLY,340,12:00:00,5,13:05:00,01:05:00,00:45:00,D,207,VLG,ECAC
RYR82GJ,B738,LEBL,LPPR,EIEVT,330,13:16:00,20,14:30:00,01:14:00,00:39:00,D,184,RYR,ECAC
EWG2U,A319,EDDS,LEBL,DABGN,350,11:43:00,8,13:10:00,01:27:00,01:04:00,D,144,EWG,ECAC
TSC261,A21N,LEBL,CYUL,CGOKG,360,13:07:00,17,20:20:00,07:13:00,06:41:00,D,230,TSC,ECAC
WMT227,A21N,LIPZ,LEBL,9HWNX,350,11:41:00,11,13:10:00,01:29:00,01:03:00,D,230,WMT,ECAC
RYR9YB,B738,LEBL,LFOB,EIENF,340,13:05:00,20,14:35:00,01:30:00,00:55:00,D,184,RYR,ECAC
VLG52RX,A20N,LFPO,LEBL,ECNCU,390,11:56:00,8,13:15:00,01:19:00,00:56:00,D,174,VLG,ECAC
VLG2976,A321,LEBL,LFRS,ECMLM,320,13:15:00,10,14:20:00,01:05:00,00:40:00,D,207,VLG,ECAC
VLG4HQ,A320,LEMH,LEBL,ECMAN,180,12:44:00,10,13:15:00,00:31:00,00:06:00,D,173,VLG,ECAC
NJE674Y,E55P,LEBL,LEGE,CSPJC,190,13:20:00,20,13:45:00,00:25:00,00:15:00,F,9,NJE,ECAC
DLH91A,A321,EDDF,LEBL,DAISI,370,11:46:00,11,13:15:00,01:29:00,01:03:00,D,207,DLH,ECAC
TDR153,A320,LJLJ,LEBL,9ABTK,350,11:54:00,8,13:15:00,01:21:00,00:58:00,D,173,TDR,ECAC
VOE55YD,A320,LFRS,LEBL,ECNPC,330,12:15:00,10,13:20:00,01:05:00,00:40:00,D,173,VOE,ECAC
VLG59VA,A20N,LEBL,EDDS,ECNFK,340,13:23:00,11,14:50:00,01:27:00,01:01:00,D,174,VLG,ECAC
VLG795H,A320,EHAM,LEBL,ECMVE,370,11:32:00,24,13:20:00,01:48:00,01:09:00,D,173,VLG,ECAC
IBE04AW,A321,LEBL,LEMD,ECJDR,290,13:11:00,12,14:10:00,00:59:00,00:32:00,D,207,IBE,ECAC
VOE67QG,A320,LIEO,LEBL,ECNOL,330,12:21:00,15,13:25:00,01:04:00,00:34:00,D,173,VOE,ECAC
BTI26R,BCS3,LEBL,EVRA,YLABX,370,13:26:00,20,16:35:00,03:09:00,02:34:00,D,150,BTI,ECAC
VLG34YJ,A319,LIRQ,LEBL,ECMIQ,360,12:08:00,20,13:25:00,01:17:00,00:42:00,D,144,VLG,ECAC
VLG73UX,A320,LEBL,LEMG,ECNUO,350,13:24:00,11,14:30:00,01:06:00,00:40:00,D,173,VLG,ECAC
KAC136,A338,LEBL,OKKK,9KAPF,390,13:22:00,21,18:45:00,05:23:00,04:47:00,B,260,KAC,ECAC
NSZ2KT,B738,ESSA,LEBL,SERRF,390,10:20:00,15,13:25:00,03:05:00,02:35:00,D,184,NSZ,ECAC
BAW406,A319,EGLL,LEBL,GEUPN,350,11:53:00,18,13:30:00,01:37:00,01:04:00,D,144,BAW,ECAC
RYR7451,B738,LIRF,LEBL,9HQEK,330,12:22:00,14,13:30:00,01:08:00,00:39:00,D,184,RYR,ECAC
VLG64QA,A320,LEBL,GCXO,ECMXP,370,13:27:00,12,16:30:00,03:03:00,02:36:00,D,173,VLG,ECAC
AFR83CM,BCS3,LFPG,LEBL,FHZUN,370,12:05:00,14,13:30:00,01:25:00,00:56:00,D,150,AFR,ECAC
VLG5LZ,A320,LEBL,LEST,ECODM,330,13:28:00,13,14:45:00,01:17:00,00:49:00,D,173,VLG,ECAC
RYR98EL,B738,LEBL,EIDW,9HQFK,380,13:25:00,20,15:40:00,02:15:00,01:40:00,D,184,RYR,ECAC
VLG4MY,A320,LEMH,LEBL,ECMVO,180,12:59:00,9,13:35:00,00:36:00,00:12:00,D,173,VLG,ECAC
VLG8UJ,A321,LEBL,LPPR,ECMLD,330,13:30:00,10,14:55:00,01:25:00,01:00:00,D,207,VLG,ECAC
BNI5V,C525,LFKF,LEBL,SPDLV,290,12:29:00,10,13:35:00,01:06:00,00:41:00,F,6,BNI,ECAC
VLG44NF,A320,LEBB,LEBL,ECJYX,300,12:47:00,9,13:35:00,00:48:00,00:24:00,D,173,VLG,ECAC
WMT3LD,A320,LEBL,LRCL,9HWDA,390,13:38:00,20,16:10:00,02:32:00,01:57:00,D,173,WMT,ECAC
IBE26VE,A332,KSFO,LEBL,ECODB,410,03:35:00,25,13:35:00,10:00:00,09:20:00,B,281,IBE,Non-ECAC
VLG82QN,A321,LEBL,EHAM,ECMQB,320,13:36:00,11,15:25:00,01:49:00,01:23:00,D,207,VLG,ECAC
VLG19NT,A21N,LEBL,EBBR,ECNYF,340,13:30:00,10,15:20:00,01:50:00,01:25:00,D,230,VLG,ECAC
VLG85XK,A320,LIRN,LEBL,ECOJG,340,12:14:00,12,13:40:00,01:26:00,00:59:00,D,173,VLG,ECAC
RYR39TN,B738,EGCC,LEBL,9HQBW,370,11:48:00,12,13:40:00,01:52:00,01:25:00,D,184,RYR,ECAC
EJU68XF,A319,LEBL,LFMN,OELVG,300,13:45:00,20,14:40:00,00:55:00,00:20:00,D,144,EJU,ECAC
RYR88QQ,B738,LEBL,LIRF,EIDCW,340,13:40:00,20,15:00:00,01:20:00,00:45:00,D,184,RYR,ECAC
VLG4BP,A321,EGKK,LEBL,ECMMU,350,12:20:00,35,13:45:00,01:25:00,00:35:00,D,207,VLG,ECAC
BEL74C,A320,LEBL,EBBR,OOSNK,340,13:20:00,10,15:25:00,02:05:00,01:40:00,D,173,BEL,ECAC
VLG49SU,A320,LEBL,LFMN,ECKDG,340,13:44:00,8,14:40:00,00:56:00,00:33:00,D,173,VLG,ECAC
VLG8483,A20N,LPFR,LEBL,ECMES,300,12:14:00,10,13:45:00,01:31:00,01:06:00,D,174,VLG,ECAC
VLG700D,A320,LEBL,LIPR,ECKDH,380,13:46:00,11,15:15:00,01:29:00,01:03:00,D,173,VLG,ECAC
VJA545,CL30,LEBL,EHAM,N545XJ,360,13:52:00,20,15:35:00,01:43:00,01:08:00,E,9,VJA,ECAC
RAM965Y,B738,LEBL,GMMN,CNRGW,370,13:42:00,12,15:25:00,01:43:00,01:16:00,D,184,RAM,ECAC
RYR37EJ,B738,LEBL,EBBR,EIDCN,340,13:55:00,20,15:35:00,01:40:00,01:05:00,D,184,RYR,ECAC
UAL770,B788,LEBL,KORD,N20904,400,13:50:00,13,22:00:00,08:10:00,07:42:00,B,266,UAL,ECAC
VLG8RP,A320,LEIB,LEBL,ECMYB,180,13:21:00,7,13:55:00,00:34:00,00:12:00,D,173,VLG,ECAC
VLG91UD,A320,LEBL,LEAS,ECLAB,330,13:45:00,10,15:00:00,01:15:00,00:50:00,D,173,VLG,ECAC
VLG9WF,A320,LIEO,LEBL,ECLVV,310,12:57:00,15,13:55:00,00:58:00,00:28:00,D,173,VLG,ECAC
RYR41SE,B738,LEBL,LKPR,EIDLD,380,14:01:00,21,15:55:00,01:54:00,01:18:00,D,184,RYR,ECAC
ORO1042,C25C,LEMH,LEBL,ECNQS,180,13:25:00,5,13:55:00,00:30:00,00:10:00,F,9,ORO,ECAC
RYR68AM,B38M,LEBL,LIEA,EIIJM,340,14:00:00,20,14:55:00,00:55:00,00:20:00,D,170,RYR,ECAC
RYR7TC,B738,EGBB,LEBL,9HQAL,370,12:05:00,15,14:00:00,01:55:00,01:25:00,D,184,RYR,ECAC
DLH65U,A20N,LEBL,EDDM,DAINO,380,13:56:00,11,15:45:00,01:49:00,01:23:00,D,174,DLH,ECAC
EZY69CT,A320,EGGW,LEBL,GEZTM,350,12:10:00,13,14:00:00,01:50:00,01:22:00,D,173,EZY,ECAC
IBE26LW,A332,LEBL,KMIA,ECOHY,400,13:53:00,13,23:20:00,09:27:00,08:59:00,B,281,IBE,ECAC
VLG7VQ,A320,LEBL,LIBD,ECOGE,380,14:05:00,10,15:40:00,01:35:00,01:10:00,D,173,VLG,ECAC
RYR32TM,B738,LOWW,LEBL,EIEFO,370,12:18:00,12,14:05:00,01:47:00,01:20:00,D,184,RYR,ECAC
AFR34QV,BCS3,LFPG,LEBL,FHPNP,370,12:28:00,17,14:05:00,01:37:00,01:05:00,D,150,AFR,ECAC
VLG75AZ,A320,LEBL,LEZL,ECMKN,330,14:00:00,10,15:10:00,01:10:00,00:45:00,D,173,VLG,ECAC
MAC378Y,A320,LEBL,GMTT,CNNML,370,14:12:00,21,15:25:00,01:13:00,00:37:00,D,173,MAC,ECAC
RYR6421,B738,LPFR,LEBL,9HQEW,380,12:37:00,10,14:05:00,01:28:00,01:03:00,D,184,RYR,ECAC
VLG88TZ,A320,LDDU,LEBL,ECMEL,350,12:19:00,9,14:10:00,01:51:00,01:27:00,D,173,VLG,ECAC
DLH21W,A320,EDDF,LEBL,DAIUA,370,12:22:00,12,14:10:00,01:48:00,01:21:00,D,173,DLH,ECAC
VLG79TF,A321,LIMC,LEBL,ECMHB,290,12:57:00,17,14:10:00,01:13:00,00:41:00,D,207,VLG,ECAC
UAE256,B77L,LEBL,OMDB,A6EWG,370,14:06:00,12,20:20:00,06:14:00,05:47:00,B,240,UAE,ECAC
RYR853B,B738,LIPZ,LEBL,EIDYW,350,12:28:00,13,14:10:00,01:42:00,01:14:00,D,184,RYR,ECAC
VLG5KD,A321,LFRS,LEBL,ECNLX,330,13:05:00,10,14:10:00,01:05:00,00:40:00,D,207,VLG,ECAC
VLG41SF,A320,LFSB,LEBL,ECMAH,330,12:46:00,10,14:10:00,01:24:00,00:59:00,D,173,VLG,ECAC
AEA6071,B738,LEBL,LEPA,ECLQX,170,14:07:00,10,14:35:00,00:28:00,00:03:00,D,184,AEA,ECAC
